Year,Item,Producer Price (USD/tonne),Consumer Price Index (2015=100),Production Value (1000 USD),Climate Emissions (kt),Input Price (USD)
2004,"Coffee, green",650.8438074087273,96.33715970929713,149871.35225466965,106.98683866002506,794.9331873283825
2018,"Cotton lint, ginned",755.8718193895309,72.4377541017229,133825.3005027948,174.7186320496783,810.8386052042113
2006,Potatoes,641.3331700131473,100.63419735985963,139564.09952517576,81.02013129534853,798.114536187541
2020,Sorghum,631.8602704215315,115.87088663443936,148748.62858250682,150.39739592290098,800.2733161369545
2008,"Cow peas, dry",694.5072130128608,113.10336653970965,136445.53432298242,187.30530523543032,788.5937498182918
2006,"Meat of chickens, fresh or chilled",610.159315049608,103.57303780241898,144010.32431422753,197.3646949992573,775.1979582522338
2017,Natural honey,665.414693363651,113.8929943395613,146391.52188728034,201.18669134692547,799.3273753991716
2003,"Beans, dry",736.8476584151189,93.3574140974593,142522.52540439912,191.60573900917166,820.3957176637809
2013,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",626.1248329982222,101.97819455777955,143205.41907899472,200.75663436964143,805.1240213991305
2017,Maize (corn),613.0139760906628,82.34501651539627,148021.13709323155,174.02249381496256,779.8969179602263
2008,Unmanufactured tobacco,627.4974746040933,96.94063185260966,151709.70087136264,119.34222206538081,812.5415973008943
2020,Rice,699.4236977132338,112.49966366983183,141870.97918618956,79.15268918082657,789.544455428643
2001,"Onions and shallots, dry (excluding dehydrated)",706.2162122623986,83.71529883797061,143787.93511152675,144.40114627796854,810.539876394128
2019,"Meat of cattle with the bone, fresh or chilled (biological)",657.0952467534689,79.63499856830967,143006.92122582838,165.0047657116679,788.8708794865989
2014,Taro,692.9692827828563,94.01898409562942,134556.3273330772,234.4321272236034,803.3129255810696
2006,Rice,714.1805704881839,89.15671695441398,147371.78504405112,166.70545360702005,785.8768500520353
2011,Tomatoes,726.093303095719,102.29386582633028,151336.81482160607,161.90708565399476,786.3857468551155
2007,"Hen eggs in shell, fresh",665.0828522274288,85.75775712106834,151746.442129043,191.01189370691836,764.9214894426074
2014,"Cassava, fresh",603.4287591327246,118.33324424431467,142309.3942102599,158.23493799226927,806.4882931677454
2002,Rice,647.8465429905336,73.21150854085813,140404.7358498629,212.2626373121763,803.6501894809289
2013,Taro,659.6687848147665,111.36267180356998,146771.253830422,270.7022182840233,804.775651109741
2016,"Meat of goat, fresh or chilled (biological)",664.7047467654725,81.08391158565243,150809.59452529592,281.2748130753644,801.7534080071584
2003,"Meat of pig with the bone, fresh or chilled (biological)",666.8371286325627,65.61690899151361,147437.47833401553,176.58756872705385,781.0017961180562
2017,"Meat of chickens, fresh or chilled",706.0397486007444,96.12477735550698,148109.7492718324,188.5801555996018,815.5647820743937
2007,Maize (corn),710.7057634634517,88.73753022006572,152372.38073114475,250.67834338350355,816.1023827863676
2003,Palm kernels,667.3227010450807,75.91250949172851,142967.54329631006,164.23743622001584,780.4820474811105
2001,Maize (corn),705.4274569443788,67.33599663454501,145563.37565909844,205.69514446103835,806.8892766115214
2005,Sweet potatoes,683.2027516617569,92.43123820120212,154836.2536512696,114.97753088053813,813.7466204918817
2021,Palm oil,674.4080898487014,107.19420338463124,145679.17047697544,156.19357995107947,786.8448313176477
2009,Taro,699.6692353761232,101.33095240657063,140326.54126263072,229.54126819709472,790.3260829996351
2003,"Meat of chickens, fresh or chilled (biological)",674.6404721099617,93.40724974286296,143316.4456112121,135.82575567544822,806.9290649487579
2021,Plantains and cooking bananas,734.2072459757571,99.73936360854,141972.3268363574,165.33297842834548,766.0402013962362
2017,Tomatoes,629.3205756589874,92.14843802460611,148449.03902096994,93.0250550847234,774.4764523538422
2011,Tomatoes,657.0177836900637,71.11078636481841,142183.4910745197,272.02395209031124,776.451296627131
2001,"Meat of goat, fresh or chilled (biological)",668.6773437542057,71.24324023192233,148018.39735676983,234.88694085567454,760.3204694880122
2009,"Cassava, fresh",685.656491376564,89.50912207550378,142982.89999976035,181.1405156724668,817.9455922682718
2003,"Meat of pig with the bone, fresh or chilled (biological)",710.5117252759169,90.14685071478286,136046.33340047245,197.1111809689458,756.4841605006889
2013,"Coffee, green",671.7409536457395,105.32139018787545,148196.3250273732,191.5304427119978,803.1090100531495
2015,Palm kernels,629.8060211776381,103.91621336689518,147405.54450019804,240.95112501636868,812.4804646796266
2014,"Hen eggs in shell, fresh",697.7483275564744,101.6336452466582,149252.0151710078,145.79553524626076,790.3748776962568
2007,Natural rubber in primary forms,695.1216736470832,88.35240931411626,143298.28999663732,208.34891836124098,782.8794442898973
2013,Potatoes,614.2171508814421,71.84686745862187,142765.5037156667,225.60636230743805,800.903645799255
2022,Cocoa beans,672.3587866527002,98.73771706626432,148670.56038487132,232.50183588865224,796.2834567964118
2007,Sorghum,624.7686557424153,100.43418970920649,154258.3239551185,58.7669931732445,816.3168940328505
2020,Natural rubber in primary forms,652.5333777377624,56.72867807310868,146719.06613999524,141.77181345157214,743.676373976563
2015,"Beans, dry",645.3886428539403,80.04157721153403,148786.1515726993,120.77700629973418,777.8726472615597
2012,"Hen eggs in shell, fresh",696.7508516100838,82.19083434936553,145055.28767033506,179.21495164336366,807.4783344628433
2017,Potatoes,675.9778158879898,94.33190302712552,138945.07348309516,70.93402638911577,797.2557456400114
2014,"Onions and shallots, dry (excluding dehydrated)",633.9051806401434,80.50624351878857,151500.37318823388,69.45439281754923,811.2874799684595
2020,Natural rubber in primary forms,698.8748895515445,91.98463147790436,151205.2972878944,280.2402869586424,801.4871963093154
2023,"Pistachios, in shell",629.4587359449717,89.39862590497908,150217.09621833957,202.6200067779964,793.552055519696
2012,Plantains and cooking bananas,682.3763243769525,90.16940793720805,145753.4989007515,177.78599952476998,790.2010279226521
2008,Maize (corn),648.0525905840775,81.81073560476278,149648.5065911563,189.9191697567785,842.7478971020339
2014,Yams,661.5025981869086,82.9718741992738,151132.03507940273,179.05258355228838,826.9457222651524
2012,"Seed cotton, unginned",687.6010331039757,76.35264411356357,154764.01951724713,221.60307019240568,806.1568987464266
2000,"Coffee, green",688.1163926346101,98.25766161888146,151605.8566157008,140.11332776163044,797.8160746534904
2006,"Coffee, green",712.581982869503,101.1231894391445,146982.33221763177,181.06627866850783,807.0094477715909
2008,Palm kernels,670.0052996726806,80.99738075839389,140121.95981534175,183.10660076171516,812.7834911419803
2023,"Meat of cattle with the bone, fresh or chilled (biological)",681.6664365517245,115.36625145052963,147441.51758082228,119.3926394419125,804.6233304986124
2000,Cocoa beans,659.3407909906945,87.83762829864324,147946.11307171013,235.584690317982,781.219194316791
2011,"Onions and shallots, dry (excluding dehydrated)",677.9326071415081,115.50943436722238,150208.37496905512,149.4517003697589,831.9370121390124
2007,Potatoes,685.6574921030796,82.92474240279992,153432.68538908073,222.60662085527443,801.1709613396026
2023,"Meat of chickens, fresh or chilled (biological)",669.523615239193,62.15798336128243,146187.4735321797,177.4811736834034,836.5253973923185
2010,Maize (corn),618.3603961400494,98.58961738395924,157168.16204152914,253.41477898528228,799.9897465220689
2018,Tomatoes,682.4170375527511,96.28482658705877,137866.7909922607,119.66658293875318,791.3337297420115
2016,Maize (corn),683.4097549834879,93.07255693988772,148759.9354547717,117.4975972893069,823.9295992654514
2007,Natural honey,652.0677063723857,82.92316283361413,142670.62413154345,126.45075781461395,802.2705359460775
2002,Rice,633.9412995806488,92.03806662798668,137127.11609401958,178.4003148905481,798.9152494747079
2002,Natural honey,716.7492851779432,84.88775814223106,145654.3542109678,248.80895715373964,772.2395126716704
2000,"Pistachios, in shell",687.2162759896563,88.02140651529771,139377.3626003588,251.3902182730919,809.4511528872388
2004,Maize (corn),665.6004797351729,105.1811338467501,145856.0866022995,56.23710734290739,786.3805891254041
2009,Palm kernels,638.3619241683996,95.31990845322537,146837.07233293587,184.22089542595631,787.2909726030427
2006,"Coffee, green",647.8184658101839,101.70592082025362,152255.93313914334,11.087856839078256,786.4358198764188
2008,"Pistachios, in shell",711.5506225664112,89.07862241088712,139125.3004186439,211.48712705408113,805.0274734784282
2006,Potatoes,676.6027688888656,87.42638982320234,151205.45192069246,227.64400810958972,765.5392713130084
2008,"Hen eggs in shell, fresh",655.9552986528031,75.25441204694431,147153.62834386257,169.7233236302201,792.029889930006
2007,Palm oil,687.763587599564,87.00610082175102,151807.47186051158,175.9346162395671,815.8523766067098
2011,Natural rubber in primary forms,648.0409650394345,42.73993167643689,144504.47021730794,175.41748201184137,771.3334193977221
2001,Bananas,717.4982015712355,83.70332051568944,140002.00315864637,132.51344142776708,799.7043760032138
2000,"Cow peas, dry",713.056926709726,91.32853735241139,140575.72946138427,193.32082663090338,783.6188083791055
2015,Cocoa beans,658.4756885267409,101.01175482432632,140204.188824128,160.1651372821665,788.1729343952095
2022,Bananas,653.6128032518984,88.52648184739962,149052.29685706686,218.2501228293103,829.3498419923203
2022,"Meat of goat, fresh or chilled (biological)",593.9289147020559,97.77175314394896,154047.8362035371,166.0541906388679,763.237013113622
2023,"Meat of cattle with the bone, fresh or chilled (biological)",628.0254875162832,59.85982008942029,143838.46845918748,128.68438204041644,811.5594035479545
2004,Palm oil,632.2888174140916,91.70409722716973,149808.9025837525,94.94230382155386,786.6882314089779
2002,Palm oil,676.5286208924458,67.36410811657292,139046.01580178548,78.53229611204378,785.6935170816089
2011,"Meat of sheep, fresh or chilled (biological)",662.6858995295835,74.43209727538398,147564.8323383501,237.36100456255116,774.0155499347568
2007,Sorghum,632.112846040367,89.74916679231606,150006.03917414922,148.84606972187842,811.3247895299949
2021,"Meat of chickens, fresh or chilled (biological)",664.0379893888875,111.70060982837728,139422.60221607925,188.66424686891182,792.4187044588418
2002,"Onions and shallots, dry (excluding dehydrated)",687.6330250922447,98.12475146232485,145643.80874756433,260.89703195205533,789.8934085086291
2000,Unmanufactured tobacco,688.3080911602918,92.83011496733073,150242.81179489143,143.59532079993483,798.4435353686036
2002,"Meat of goat, fresh or chilled (biological)",615.4828022370577,92.26369416826743,131994.37285631621,140.3616631457717,792.8410542696862
2004,"Meat of cattle with the bone, fresh or chilled (biological)",668.6250062483093,81.85221661220696,153340.4914009723,165.1274497470632,756.2330391894517
2014,"Onions and shallots, dry (excluding dehydrated)",630.972687353676,84.39689880968372,148431.62297191884,173.207172385829,786.430313124975
2013,Sweet potatoes,699.5247715770324,98.96729069233592,150246.8643310503,266.1131048776217,814.1556146034886
2002,"Cassava, fresh",695.9973031534291,71.77624223360655,144599.62969648978,250.02656706953505,766.114467502276
2000,"Seed cotton, unginned",645.5320938730905,101.45246076451929,138049.6136846368,202.77930816016675,774.4480387873951
2004,Raw milk of cattle,649.4915545908123,86.72904400349118,149333.54087404834,244.2062258146728,787.7109688765516
2022,Sweet potatoes,658.634899147875,104.94000613331745,146250.27446538102,162.82458673643657,781.7343284117793
2013,"Meat of chickens, fresh or chilled",604.8891088208841,106.97305186875522,146823.8033696252,186.6937657242533,795.68908714169
2006,"Meat of chickens, fresh or chilled",682.5519558660416,67.46038982268787,152101.26101845835,156.65985513789462,774.3852617509474
2008,"Beans, dry",664.2875742726203,83.8329385618657,150473.54546177658,107.21711823584741,788.4897063083347
2014,"Beans, dry",701.57816313986,79.72373469116461,156269.41317791166,231.92927445450914,795.2869061525355
2014,Raw milk of cattle,639.5206341239476,65.36573053417683,147432.49723683108,198.3204740643224,809.2256051086816
2009,Maize (corn),653.8992222153263,77.06865086713282,143207.16390350802,172.63921103601257,821.1425845065141
2012,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",627.2771529216508,129.17548768925406,145721.14185791995,171.61214489922062,791.0158537074534
2018,Palm oil,642.3441937579967,101.69929845346057,148741.54295515662,96.42479381950396,834.0080016094387
2006,"Onions and shallots, dry (excluding dehydrated)",637.0134507807777,121.31596953936028,151742.5086874285,122.86177070719361,792.5687051736317
2016,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",702.3521210282177,104.99312661054901,139328.05633527,188.5431958705306,812.8242997496528
2019,Sorghum,651.5250552002825,81.42900259514684,146705.91416835945,145.2799040011041,834.8769514790578
2003,Raw milk of cattle,676.1981812051627,86.83008206016332,154710.93437765545,160.84988530395486,799.0329649692409
2004,Sweet potatoes,661.05000854697,101.38319271387857,145462.181737451,166.5027341258743,768.7762643529715
2022,"Meat of sheep, fresh or chilled (biological)",634.3889526824398,99.11924306236952,151318.2853668091,137.61209891397385,798.0648739286748
2006,"Onions and shallots, dry (excluding dehydrated)",667.423897967675,83.89651977464897,149128.8137285436,123.33962136362686,784.013939020424
2012,"Meat of pig with the bone, fresh or chilled (biological)",690.4460106187321,69.90675245158587,151442.5291250885,91.1176558185607,790.7581562450731
2014,"Cow peas, dry",636.2401288865236,141.87306782110505,142614.42338446394,164.40962341425237,835.9463344344265
2010,"Meat of pig with the bone, fresh or chilled (biological)",696.7462943847656,90.43940492513188,142636.2177421357,202.66596474534356,771.7915283200447
2003,Rice,646.9812830184933,87.67056661253467,146764.58555307504,89.55383025383186,802.2561332306393
2012,"Pistachios, in shell",657.983392880639,94.2566669688535,139002.11715626204,170.53314610983807,778.6923711780877
2006,Plantains and cooking bananas,688.3934043531257,88.91572117060853,145314.5230594053,185.7926999994074,790.0936379605039
2018,"Groundnuts, excluding shelled",652.5698259462396,94.39758362585623,147927.60938004192,122.25651717837215,811.1436434886118
2021,"Onions and shallots, dry (excluding dehydrated)",673.6001564429002,111.86085930202026,155586.40412721245,242.84262794223378,802.6100756539827
2001,"Meat of sheep, fresh or chilled (biological)",663.0321857991814,90.68842281497761,148676.8170388127,152.44976891290898,791.7461514052904
2009,Taro,676.3539508639387,75.11599342035754,149789.36844682912,166.67255294200382,783.2507902792296
2012,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",601.0507374971194,90.1319930930948,152485.60532771362,163.67206233493044,802.5683606275945
2020,"Meat of goat, fresh or chilled (biological)",617.5824562065817,85.5906232891253,141839.93814798832,83.19681623527659,830.4005311275896
2005,Taro,690.9519208442293,113.91513406897674,145837.81278060866,222.17314094903156,778.2197579320497
2011,Sweet potatoes,703.5883528322958,110.12343598133754,158790.28905148307,123.95959894386752,834.4800744936776
2011,"Onions and shallots, dry (excluding dehydrated)",645.1583095568786,94.16952501673595,146267.61498054105,159.90951159454258,820.2367457990252
2019,"Meat of cattle with the bone, fresh or chilled (biological)",665.1520600976902,73.37561218798513,152245.37983637463,201.61858742872914,823.6338641360776
2010,"Meat of sheep, fresh or chilled (biological)",681.3144882498933,74.16826605867479,151481.91547832912,244.78070867205608,802.4154444031142
2022,Sweet potatoes,693.2694387125854,92.78349893404227,139272.65752052516,117.73892326998742,819.6693922947201
2006,Sorghum,611.6425925126988,97.60149455009318,148215.62247749325,149.41135808510802,776.0701711355097
2000,Natural rubber in primary forms,645.8917032534729,86.93730772038315,147396.96345348973,240.85646886518705,782.885918627552
2000,Maize (corn),662.495529267328,85.35410624716546,148313.02003166577,194.92123132860172,811.56307306293
2019,Yams,693.5671165799057,83.66466151259426,142892.66369350828,205.2941053174098,802.1636978889985
2012,"Cow peas, dry",747.4258251744691,92.20574060661478,141078.6285329028,119.178950576021,793.2792116145669
2008,Yams,665.6327388585327,56.815214729177995,144283.17609235932,152.77506086850147,746.1946189723737
2002,"Onions and shallots, dry (excluding dehydrated)",630.2635867997046,76.03675057872832,146174.25110704257,163.34376574580784,787.5373158237587
2006,Plantains and cooking bananas,684.5409529788632,83.15088732856371,152588.14833046516,128.84079949768068,772.7657211785569
2005,"Hen eggs in shell, fresh",712.1027843490456,110.66919793455278,155749.78019109162,88.00705608113402,806.1174830107523
2007,Tomatoes,675.7133342922093,80.34944538134003,153646.21532357947,146.2106094266496,792.4234262131774
2008,"Meat of goat, fresh or chilled (biological)",645.2734543081955,95.26367213774206,150964.15214637283,239.44994734405088,783.680785901192
2004,"Onions and shallots, dry (excluding dehydrated)",701.2127289072248,95.95479127423891,141641.52478096564,174.6942106428542,849.1050064370082
2000,"Cassava, fresh",692.3792792177773,112.02539759518541,144618.74521751612,240.45008304349818,817.0102863184069
2018,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",641.6904853369555,111.49531111473623,147712.85635452857,180.68658307630537,817.3642396116434
2009,"Pistachios, in shell",683.9156791888545,91.69410547835022,143501.0309020827,133.50015088543125,840.2910996781657
2011,Maize (corn),702.3908776925904,85.42437889243233,149549.25435510336,235.61648802641548,812.2906324381844
2023,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",707.929611939591,82.59915346788861,150265.65663373502,182.35184439822433,780.8277165950649
2014,Sorghum,670.4794414035406,88.94070167328725,149344.67640529093,219.82747898619925,778.4888697506875
2021,Sweet potatoes,661.7305272774447,86.04614969541997,151788.8991152515,118.31912880880081,815.5448519596068
2023,"Hen eggs in shell, fresh",709.2911253252621,100.86106115064744,142140.27002389822,223.67335184555455,755.0597111890187
2008,"Seed cotton, unginned",636.1680955733976,98.86129727255204,151327.36961292458,225.18000114203932,794.6912041643309
2019,"Meat of chickens, fresh or chilled",685.6302893904544,101.43366787744921,143184.9988418626,186.22389458265616,752.8243092333933
2016,Tomatoes,631.3721118418914,111.4459056818165,141958.54632924916,131.38943307434027,798.2236669523123
2016,Raw milk of cattle,704.4341988306123,120.49968683127662,149323.8067633955,169.43509592919878,813.3282017987613
2019,Palm oil,664.7315451944894,94.42660091138733,152742.5939034585,202.30009472674158,801.8351074765949
2011,Cocoa beans,710.5304077322484,109.04860658120876,149103.29352434364,183.46403836165607,815.0089839639342
2006,Taro,687.2152933534901,87.28174725276074,146767.2462113263,201.78967427021757,835.5433356177205
2001,Natural honey,635.7763037609664,110.33175476401921,148213.99522297113,222.34783274747463,793.376028039282
2002,Plantains and cooking bananas,715.2117426251415,108.47928736791164,147345.3606828,139.31320469623333,852.3998124500998
2016,"Pistachios, in shell",719.0102686556561,107.68288955941884,141033.47161178663,113.98175631682243,800.5001959079253
2004,Palm oil,698.9415054408007,93.96769762814682,140450.125367739,169.85859729621728,815.2300980383294
2016,"Beans, dry",649.6252747117377,82.53127755041064,146269.09669509632,155.24837942133598,784.0255424932209
2023,Taro,663.292492032102,71.63872344229182,147062.5102713101,211.0278580226369,828.6330763771358
2016,Maize (corn),676.835727184997,91.95609189745748,146719.88798430227,118.01061788188898,817.0810007553748
2016,"Seed cotton, unginned",651.3615986828812,115.55183814401171,150043.73416071315,222.75463107371337,825.6758228358822
2001,Tomatoes,723.2433078367204,87.90897648981287,145585.84251164188,239.4161428421677,797.3368852200012
2001,"Coffee, green",676.8027048146054,104.33354879217478,149478.12200198788,171.75078557794387,771.1384454968564
2021,"Hen eggs in shell, fresh",591.3724692496035,105.21592101805794,145940.29225583136,174.7723436438946,805.4547455770303
2022,Plantains and cooking bananas,682.6535850455108,88.30135669636638,155780.02090264592,133.35821230332172,762.3064005180519
2004,"Pistachios, in shell",662.0281887583049,112.30182257306676,147066.79472609583,144.60249241612607,789.5230807120831
2000,"Meat of sheep, fresh or chilled (biological)",670.2251139792708,48.92673884306642,158366.83915009198,151.3187033325452,800.0684055171672
2000,Bananas,661.4143296892532,74.21539582920134,148423.2840479179,243.88254075672592,843.7912826347375
2018,Taro,696.6843031610249,78.82216556489708,145594.8402395225,168.14199807429068,802.617769023361
2001,Taro,706.0635440194256,80.26092466726313,142165.98621116523,105.62688953282895,799.037546166183
2020,Yams,680.9645055305839,97.6005942780624,139448.78322217512,184.50325447042957,794.9861483038163
2011,"Groundnuts, excluding shelled",662.2935750486795,96.9072170560825,141706.0146704828,213.05004359594318,769.4049786892218
2005,Palm oil,671.2327945185491,98.46650859289909,142265.19454664364,170.46496889874965,797.9633135847823
2022,"Meat of chickens, fresh or chilled",673.0608991601531,101.49787242226128,148637.32619452447,245.19620935117885,798.3044503072576
2003,Potatoes,648.4000094668792,78.30508147308923,144032.39923716267,210.61097072812427,776.8746268754478
2022,Natural honey,689.8407701199612,74.28400900816419,147597.8613552361,119.27910087043671,772.5118844959549
2010,"Meat of cattle with the bone, fresh or chilled (biological)",686.2741803786382,98.50144524039192,153073.11790434702,144.16389674500928,786.6153831291675
2023,"Meat of sheep, fresh or chilled (biological)",718.6861478561244,83.10316890557738,146224.1843342893,183.04685143605982,797.5454563559761
2016,"Meat of goat, fresh or chilled (biological)",710.1334040714785,68.99952432975441,157059.0095847976,88.42607546349902,787.095713156893
2005,"Meat of goat, fresh or chilled (biological)",651.9026631351203,107.1268142783962,140784.1711907676,188.5533742383601,775.2292877914917
2023,"Meat of goat, fresh or chilled (biological)",697.0818618980932,113.48317860780844,145910.30835058895,83.65641600209696,802.0322418246083
2004,"Meat of chickens, fresh or chilled",643.9443091699901,115.91406335575385,143966.6614744087,222.90721014305487,807.0241332679068
2019,"Meat of sheep, fresh or chilled (biological)",693.3508736910497,95.36176583239478,151345.75912274863,217.0992216044148,798.6727509689669
2001,Tomatoes,656.974484700021,101.9456314498675,135464.267940633,196.97460541058294,784.9871425069836
2005,"Groundnuts, excluding shelled",641.7753139615567,113.10467336070263,139447.64964657454,137.94161914721383,808.1436172091674
2021,"Onions and shallots, dry (excluding dehydrated)",680.8742709437464,82.93541315992246,146126.49198020878,180.24567859550632,792.4360509899826
2010,Raw milk of cattle,592.2358968182,109.21681527108535,154420.11469751105,146.06666298909693,772.4651226376192
2015,Rice,619.9436434306674,96.6875935224221,147792.43526265013,120.19477349232608,816.9716838845502
2015,Palm kernels,667.1481541495957,106.26232479541284,139905.4888211424,154.79838677625884,803.316957169852
2000,Natural honey,674.9461636618695,95.348045323413,140677.39312901243,206.64881418943418,793.8609906706074
2008,"Meat of chickens, fresh or chilled",661.3933475580785,112.000500656494,155028.17460668835,173.92624700641744,764.8257526878277
2005,"Meat of pig with the bone, fresh or chilled (biological)",625.0898217012963,95.90950644839702,143557.55209848238,244.27103357155056,781.3495912018179
2015,"Groundnuts, excluding shelled",647.936155398669,70.29696411826271,141948.40923021478,210.0245643388431,836.6181110321808
2002,"Meat of cattle with the bone, fresh or chilled (biological)",684.2091904799461,114.3355494949948,154050.0888956179,204.6700780601103,766.0799555469082
2019,Natural rubber in primary forms,689.9263637816751,78.3436888956923,151718.71112039854,91.28920989254918,791.2198111916883
2003,"Cow peas, dry",671.986217134946,111.35252316393269,153033.52430879758,157.47761085706546,795.9200815374498
2018,Natural honey,707.1779240939339,91.20300678866914,141913.01669113451,118.5169168431194,802.6563325727533
2002,"Meat of pig with the bone, fresh or chilled (biological)",684.3948213666013,110.19681478823956,139037.69788739178,162.58539338363417,766.3033780679939
2018,Cocoa beans,650.0492410440779,109.57817923327545,147329.05853927712,137.07173116867153,799.7303219126142
2019,Potatoes,664.0578490604757,99.00879462500454,148338.8567578319,152.85528971193244,762.5246875350886
2006,Tomatoes,630.3869259465886,100.18467977468093,148486.23511098776,224.7936739835219,798.1953727084324
2019,"Meat of chickens, fresh or chilled",669.2287409510817,98.89607926816245,154054.1457706586,195.4980338151211,783.1988384043306
2008,"Meat of sheep, fresh or chilled (biological)",705.8359292394643,62.3492786660578,137994.39064242234,222.09125881391114,778.929411446166
2000,"Cotton lint, ginned",693.0316132041532,94.33160329374701,150961.70134895243,91.7013819140301,812.9431399578739
2007,Natural rubber in primary forms,714.5331904403979,75.81568736919554,141180.10087172702,174.63427219561257,791.5346719172445
2006,"Meat of chickens, fresh or chilled",663.3863533488544,95.12445716645891,150941.9026967678,220.07078643465942,805.7210128826736
2017,Raw milk of cattle,712.8559044982519,75.41251181452574,144288.4425698567,247.05033310918716,806.3833350120785
